player_total,is_soft,dealer_up,true_count,best_action,Q_hit,Q_stand,Q_double,Q_surrender,thorp_action,matches_thorp,visit_count
6,False,10,-5,H,0.0741,-0.5000,-0.5000,-0.5000,H,True,17
6,False,10,-4,H,-0.0000,-0.5000,-0.5000,-0.5000,H,True,11
6,False,10,-3,H,-0.1304,-0.5000,-0.5000,-0.5000,H,True,13
6,False,10,-2,H,-0.2250,-0.5000,-0.5000,-0.5000,H,True,30
6,False,10,-1,H,-0.2297,-0.5000,-0.5000,-0.5000,H,True,64
6,False,10,0,H,-0.2748,-0.5000,-0.5000,-0.5000,H,True,252
6,False,10,1,H,-0.2000,-0.5000,-0.5000,-0.5000,H,True,50
6,False,10,2,H,-0.2586,-0.5000,-0.5000,-0.5000,H,True,48
6,False,10,3,H,-0.0833,-0.5000,-0.5000,-0.5000,H,True,14
6,False,10,4,H,0.1250,-0.5000,-0.5000,-0.5000,H,True,6
6,False,10,5,H,-0.0417,-0.5000,-0.5000,-0.5000,H,True,14
6,False,11,-5,H,0.5385,-0.5000,-0.5000,-0.5000,H,True,3
6,False,11,-4,H,0.2500,-0.5000,-0.5000,-0.5000,H,True,2
6,False,11,-3,H,0.0000,-0.5000,-0.5000,-0.5000,H,True,6
6,False,11,-2,H,0.0000,-0.5000,-0.5000,-0.5000,H,True,7
6,False,11,-1,H,0.0400,-0.5000,-0.5000,-0.5000,H,True,15
6,False,11,0,H,-0.1905,-0.5000,-0.5000,-0.5000,H,True,53
6,False,11,1,H,-0.0000,-0.5000,-0.5000,-0.5000,H,True,13
6,False,11,2,H,0.5385,-0.5000,-0.5000,-0.5000,H,True,3
6,False,11,3,H,0.3846,-0.5000,-0.5000,-0.5000,H,True,3
6,False,11,4,H,0.3636,-0.5000,-0.5000,-0.5000,H,True,1
6,False,11,5,H,0.2143,-0.5000,-0.5000,-0.5000,H,True,4
7,False,2,-5,H,0.2941,-0.5000,-0.5000,-0.5000,H,True,7
7,False,2,-4,H,0.1667,-0.5000,-0.5000,-0.5000,H,True,8
7,False,2,-3,H,0.2353,-0.5000,-0.5000,-0.5000,H,True,7
7,False,2,-2,H,0.0909,-0.5000,-0.5000,-0.5000,H,True,12
7,False,2,-1,H,0.1842,-0.5000,-0.5000,-0.5000,H,True,28
7,False,2,0,H,-0.1023,-0.5000,-0.5000,-0.5000,H,True,78
7,False,2,1,H,0.0556,-0.5000,-0.5000,-0.5000,H,True,26
7,False,2,2,H,0.3571,-0.5000,-0.5000,-0.5000,H,True,4
7,False,2,3,H,0.3125,-0.5000,-0.5000,-0.5000,H,True,6
7,False,2,4,H,0.6000,-0.5000,-0.5000,-0.5000,H,True,5
7,False,2,5,H,0.3077,-0.5000,-0.5000,-0.5000,H,True,3
7,False,3,-5,H,0.1333,-0.5000,-0.5000,-0.5000,H,True,5
7,False,3,-4,H,0.2500,-0.5000,-0.5000,-0.5000,H,True,2
7,False,3,-3,H,0.3478,-0.5000,-0.5000,-0.5000,H,True,13
7,False,3,-2,H,-0.0370,-0.5000,-0.5000,-0.5000,H,True,17
